chr	start	end	gene	region
chr17	63917200	63931385	GH1	17:63917200-63931385
chr17	63880215	63881944	GH2	17:63880215-63881944
chr12	53423855	53431672	AMHR2	12:53423855-53431672
chr5	42423439	42721878	GHR	5:42423439-42721878
chr20	37251086	37261819	GHRH	20:37251086-37261819
chr7	30938669	30985216	GHRHR	7:30938669-30985216
chr3	172443291	172448456	GHSR	3:172443291-172448456
chr11	59829273	59845499	CBLIF	11:59829273-59845499
chr17	48958554	48968596	GIP	17:48958554-48968596
chr4	70360760	70367158	SMR3A	4:70360760-70367158
chr9	6011025	6015625	RANBP6	9:6011025-6015625
chr7	130506238	130668748	COPG2	7:130506238-130668748
chr7	107168961	107202522	HBP1	7:107168961-107202522
chr19	45668221	45683722	GIPR	19:45668221-45683722
chr13	34942270	35673022	NBEA	13:34942270-35673022
chr6	121435595	121449727	GJA1	6:121435595-121449727
chr11	90200429	90223077	CHORDC1	11:90200429-90223077
chr19	44382298	44401608	ZNF285	19:44382298-44401608
chr3	123150339	123274136	SEC22A	3:123150339-123274136
chr10	74120255	74150842	AP3M1	10:74120255-74150842
chr8	100685816	100722762	PABPC1	8:100685816-100722762
chr19	15380050	15419141	AKAP8L	19:15380050-15419141
chr1	51236273	51273447	RNF11	1:51236273-51273447
chr9	128305159	128322447	TRUB2	9:128305159-128322447
chr3	170037995	170085392	GPR160	3:170037995-170085392
chr3	186635969	186653141	FETUB	3:186635969-186653141
chr5	157266079	157395595	CYFIP2	5:157266079-157395595
chr1	179099330	179229684	ABL2	1:179099330-179229684
chr1	114673090	114695618	AMPD1	1:114673090-114695618
chr13	20138255	20161052	GJA3	13:20138255-20161052
chr7	103312289	103344830	DNAJC2	7:103312289-103344830
chr14	95650498	95679833	TCL6	14:95650498-95679833
chr1	161159450	161165723	USP21	1:161159450-161165723
chr19	639879	644373	FGF22	19:639879-644373
chr1	34792999	34795747	GJA4	1:34792999-34795747
chr7	144451941	144836395	TPK1	7:144451941-144836395
chr8	109963636	109975771	KCNV1	8:109963636-109975771
chr2	219171897	219178106	CNPPD1	2:219171897-219178106
chrX	103376395	103378164	BEX3	X:103376395-103378164
chr9	34457414	34520988	DNAI1	9:34457414-34520988
chr1	147756199	147773362	GJA5	1:147756199-147773362
chr15	73560014	73634134	NPTN	15:73560014-73634134
chr1	63322567	63325128	FOXD3	1:63322567-63325128
chr15	60004234	60061730	FOXB1	15:60004234-60061730
chr1	147902795	147909269	GJA8	1:147902795-147909269
chr14	75013769	75051532	MLH3	14:75013769-75051532
chr3	132680609	132722409	NPHP3	3:132680609-132722409
chr3	130850595	131016712	ATP2C1	3:130850595-131016712
chr19	35704558	35717038	ZBTB32	19:35704558-35717038
chr11	134253548	134265855	ACAD8	11:134253548-134265855
chrX	100843324	100874359	NOX1	X:100843324-100874359
chr19	51142299	51153526	SIGLEC7	19:51142299-51153526
chr22	20111875	20117392	TRMT2A	22:20111875-20117392
chr5	137887968	137942747	PKD2L2	5:137887968-137942747
chr16	28984826	28990784	LAT	16:28984826-28990784
chr1	209827972	209857565	UTP25	1:209827972-209857565
chr17	4669774	4704337	PELP1	17:4669774-4704337
chr7	127652194	128092609	SND1	7:127652194-128092609
chrX	71212811	71225516	GJB1	X:71212811-71225516
chr13	20187470	20192938	GJB2	13:20187470-20192938
chr10	90912096	90921087	ANKRD1	10:90912096-90921087
chr4	4348140	4419058	NSG1	4:4348140-4419058
chr8	73420369	73747708	STAU2	8:73420369-73747708
chr4	105369077	105474067	PPA2	4:105369077-105474067
chr10	84139482	84154841	GHITM	10:84139482-84154841
chr1	34781214	34786369	GJB3	1:34781214-34786369
chr4	99816827	99870190	DAPP1	4:99816827-99870190
chr7	38722974	38932394	VPS41	7:38722974-38932394
chr3	183122215	183163839	LAMP3	3:183122215-183163839
chr7	16753755	16784536	TSPAN13	7:16753755-16784536
chr19	43460787	43465608	LYPD3	19:43460787-43465608
chr17	19334695	19378193	B9D1	17:19334695-19378193
chr15	40569299	40574949	RPUSD2	15:40569299-40574949
chr8	120445400	120541965	MTBP	8:120445400-120541965
chr3	70954693	71754229	FOXP1	3:70954693-71754229
chr11	134378504	134412242	B3GAT1	11:134378504-134412242
chr5	132866630	132868847	UQCRQ	5:132866630-132868847
chr1	34755047	34758512	GJB5	1:34755047-34758512
chr9	127907886	127917041	ST6GALNAC4	9:127907886-127917041
chr17	66835117	66894751	CACNG5	17:66835117-66894751
chr17	66964707	67033398	CACNG4	17:66964707-67033398
chr3	179236691	179267002	KCNMB3	3:179236691-179267002
chr1	36136570	36156053	TRAPPC3	1:36136570-36156053
chr1	229593121	229626047	TAF5L	1:229593121-229626047
chr18	596988	650334	CLUL1	18:596988-650334
chr7	127997597	128000077	SND1-IT1	7:127997597-128000077
chr1	109616104	109632051	AMPD2	1:109616104-109632051
chrX	30653359	30731462	GK	X:30653359-30731462
chr1	174999163	175012027	CACYBP	1:174999163-175012027
chr7	6022247	6059175	EIF2AK1	7:6022247-6059175
chr19	18001132	18014102	ARRDC2	19:18001132-18014102
chr3	101648889	101677135	ZBTB11	3:101648889-101677135
chr14	50312324	50335558	DMAC2L	14:50312324-50335558
chr20	1309909	1329139	SDCBP2	20:1309909-1329139
chrX	69504326	69532508	NALF2	X:69504326-69532508
chr19	47220824	47232766	BBC3	19:47220824-47232766
chr6	135851701	136195574	PDE7B	6:135851701-136195574
chr4	79406361	79408228	GK2	4:79406361-79408228
chr19	49361783	49375116	DKKL1	19:49361783-49375116
chr8	42374063	42377229	DKK4	8:42374063-42377229
chr11	11956207	12009769	DKK3	11:11956207-12009769
chr4	106921802	107283806	DKK2	4:106921802-107283806
chr22	31122731	31134697	INPP5J	22:31122731-31134697
chr5	132875395	132963634	AFF4	5:132875395-132963634
chr22	45344063	45413619	SMC1B	22:45344063-45413619
chr22	37282027	37315341	CYTH4	22:37282027-37315341
chr1	16014028	16019594	HSPB7	1:16014028-16019594
chr4	165277812	165279679	GK3P	4:165277812-165279679
chr9	100099243	100302175	INVS	9:100099243-100302175
chr20	17941597	17968980	SNX5	20:17941597-17968980
chr16	89575758	89597246	CPNE7	16:89575758-89597246
chr14	62699464	63102037	KCNH5	14:62699464-63102037
chr19	3708362	3750813	TJP3	19:3708362-3750813
chr3	108958248	109118134	MORC1	3:108958248-109118134
chr14	24305187	24311422	CIDEB	14:24305187-24311422
chr10	70478767	70568450	PALD1	10:70478767-70568450
chr6	75291859	75493800	FILIP1	6:75291859-75493800
chr4	17629306	17781621	FAM184B	4:17629306-17781621
chr7	140518420	140673993	DENND2A	7:140518420-140673993
chr2	218672069	218702716	STK36	2:218672069-218702716
chr19	16892951	17026815	CPAMD8	19:16892951-17026815
chr4	127623271	127726737	INTU	4:127623271-127726737
chr7	149431363	149461062	ZNF777	7:149431363-149461062
chr6	36196744	36232790	BRPF3	6:36196744-36232790
chr22	23059415	23145021	RSPH14	22:23059415-23145021
chr9	137205685	137219361	NDOR1	9:137205685-137219361
chr1	111290851	111320566	CHIA	1:111290851-111320566
chrX	71491682	71492928	INGX	X:71491682-71492928
chr8	140520156	140635633	AGO2	8:140520156-140635633
chr4	75913660	75941013	NAAA	4:75913660-75941013
chr18	78979818	79002677	SALL3	18:78979818-79002677
chr12	56470944	56488414	GLS2	12:56470944-56488414
chr5	177303799	177306949	PRELID1	5:177303799-177306949
chrX	101393273	101408012	GLA	X:101393273-101408012
chr1	153959099	153975887	SLC39A1	1:153959099-153975887
chr17	42659284	42667006	TUBG2	17:42659284-42667006
chr2	113022089	113052867	IL36B	2:113022089-113052867
chr2	112911165	112918882	IL37	2:112911165-112918882
chr2	113005459	113008044	IL36A	2:113005459-113008044
chr19	51124906	51138634	SIGLEC9	19:51124906-51138634
chr19	51450847	51458456	SIGLEC8	19:51450847-51458456
chr16	69299682	69326939	VPS4A	16:69299682-69326939
chr1	231809942	231824936	DISC2	1:231809942-231824936
chr1	231626790	232041272	DISC1	1:231626790-232041272
chr16	88638572	88640468	IL17C	16:88638572-88640468
chrX	133535745	133987100	GPC3	X:133535745-133987100
chr5	149374267	149404202	IL17B	5:149374267-149404202
chrX	41724181	41730130	GPR82	X:41724181-41730130
chr12	122726076	122730844	HCAR1	12:122726076-122730844
chr13	96985713	96994730	OXGR1	13:96985713-96994730
chr11	10317671	10507579	AMPD3	11:10317671-10507579
chr3	32996609	33097202	GLB1	3:32996609-33097202
chr4	8580237	8590023	GPR78	4:8580237-8590023
chr19	47332175	47347329	C5AR2	19:47332175-47347329
chr15	43369221	43409771	TUBGCP4	15:43369221-43409771
chr3	150541998	150603174	SERP1	3:150541998-150603174
chr19	3933069	3942416	NMRK2	19:3933069-3942416
chr6	42960754	42963880	GNMT	6:42960754-42963880
chr2	108377911	108388989	SULT1C4	2:108377911-108388989
chr4	83261536	83284914	COQ2	4:83261536-83284914
chr4	152779937	152912357	ARFIP1	4:152779937-152912357
chr1	3454665	3481113	ARHGEF16	1:3454665-3481113
chrX	49113407	49123735	GPKOW	X:49113407-49123735
chr12	6821624	6829972	GPR162	12:6821624-6829972
chr9	35649295	35650931	SIT1	9:35649295-35650931
chr7	33109557	33877180	BBS9	7:33109557-33877180
chr6	47231532	47309905	TNFRSF21	6:47231532-47309905
chr19	58551452	58555105	CHMP2A	19:58551452-58555105
chr6	108984309	109094846	SESN1	6:108984309-109094846
chr1	27534035	27604431	AHDC1	1:27534035-27604431
chr1	145738868	145824095	RNF115	1:145738868-145824095
chr2	69396113	69437628	NFU1	2:69396113-69437628
chr2	53787009	53833038	ERLEC1	2:53787009-53833038
chr2	149569637	149587778	MMADHC	2:149569637-149587778
chr10	110871795	110900006	PDCD4	10:110871795-110900006
chr1	173714941	173786692	KLHL20	1:173714941-173786692
chr13	57631744	57729311	PCDH17	13:57631744-57729311
chr22	41561010	41577741	CSDC2	22:41561010-41577741
chr3	1092658	1404217	CNTN6	3:1092658-1404217
chr8	38163335	38176730	LSM1	8:38163335-38176730
chr3	14178817	14201122	LSM3	3:14178817-14201122
chr6	54307859	54390142	TINAG	6:54307859-54390142
chr4	69721167	69787961	SULT1B1	4:69721167-69787961
chr1	36084094	36088275	TEKT2	1:36084094-36088275
chrX	100644195	100675788	SRPX2	X:100644195-100675788
chr10	133237855	133241928	VENTX	10:133237855-133241928
chr11	7088998	7091148	RBMXL2	11:7088998-7091148
chr12	48857145	48865870	RND1	12:48857145-48865870
chr6	53497341	53548206	GCLC	6:53497341-53548206
chr9	33218365	33248567	SPINK4	9:33218365-33248567
chr10	98134624	98244897	R3HCC1L	10:98134624-98244897
chr5	62347284	62403943	DIMT1	5:62347284-62403943
chr1	27935000	27959157	SMPDL3B	1:27935000-27959157
chr19	48933699	48944969	DHDH	19:48933699-48944969
chr4	185500660	185535507	PDLIM3	4:185500660-185535507
chr20	45372557	45405994	TP53TG5	20:45372557-45405994
chr7	66114604	66154568	CRCP	7:66114604-66154568
chr8	24384285	24406013	ADAMDEC1	8:24384285-24406013
chr7	38383704	38631420	AMPH	7:38383704-38631420
chr1	93885199	93909456	GCLM	1:93885199-93909456
chr19	58228594	58286807	ZNF544	19:58228594-58286807
chrX	55000363	55009057	APEX2	X:55000363-55009057
chr2	68860909	68871397	BMP10	2:68860909-68871397
chr3	28576175	30010391	RBMS3	3:28576175-30010391
chr20	50958818	50963929	MOCS3	20:50958818-50963929
chr4	94298535	94342876	HPGDS	4:94298535-94342876
chr4	141220887	141234697	ZNF330	4:141220887-141234697
chr9	6532467	6645729	GLDC	9:6532467-6645729
chr11	82973133	83071923	RAB30	11:82973133-83071923
chr11	3797724	3826371	PGAP2	11:3797724-3826371
chrX	136848004	136880764	RBMX	X:136848004-136880764
chr8	64580365	64583627	BHLHE22	8:64580365-64583627
chr16	52436417	52547802	TOX3	16:52436417-52547802
chr16	24610209	24827632	TNRC6A	16:24610209-24827632
chrX	91779261	92623230	PCDH11X	X:91779261-92623230
chr1	62597520	62606313	ANGPTL3	1:62597520-62606313
chr9	128504655	128543874	GLE1	9:128504655-128543874
chrX	84058346	84188199	RPS6KA6	X:84058346-84188199
chr2	71276561	71435069	ZNF638	2:71276561-71435069
chr3	168008689	168095924	GOLIM4	3:168008689-168095924
chrX	78945332	78963727	P2RY10	X:78945332-78963727
chr19	38619082	38636955	EIF3K	19:38619082-38636955
chrX	136497079	136512346	HTATSF1	X:136497079-136512346
chr19	55399745	55407788	UBE2S	19:55399745-55407788
chr11	60890547	60906585	PRPF19	11:60890547-60906585
chr16	74447427	74607144	GLG1	16:74447427-74607144
chr12	101280105	101386618	UTP20	12:101280105-101386618
chr22	42508344	42519796	RRP7A	22:42508344-42519796
chr7	66628958	66811464	RABGEF1	7:66628958-66811464
chr10	101578882	101588270	POLL	10:101578882-101588270
chrX	48831096	48835610	PCSK1N	X:48831096-48835610
chr12	70366290	70434292	KCNMB4	12:70366290-70434292
chr17	28319200	28328685	TMEM97	17:28319200-28328685
chr2	167954020	168247595	STK39	2:167954020-168247595
chr9	129803157	129811281	TOR1B	9:129803157-129811281
chr22	43132209	43143398	MCAT	22:43132209-43143398
chr12	57459785	57472268	GLI1	12:57459785-57472268
chr22	39014257	39020352	APOBEC3C	22:39014257-39020352
chr22	41598028	41621043	DESI1	22:41598028-41621043
chr22	40346529	40410289	SGSM3	22:40346529-40410289
chr2	120735623	120992653	GLI2	2:120735623-120992653
chr7	41960949	42264100	GLI3	7:41960949-42264100
chr8	143267433	143276931	GLI4	8:143267433-143276931
chr6	38675925	38703145	GLO1	6:38675925-38703145
chr2	127048027	127107288	BIN1	2:127048027-127107288
chr6	39048781	39091303	GLP1R	6:39048781-39091303
chr5	151822513	151924851	GLRA1	5:151822513-151924851
chrX	14529298	14731812	GLRA2	X:14529298-14731812
chr2	74529725	74533332	HTRA2	2:74529725-74533332
chr4	157076125	157172090	GLRB	4:157076125-157172090
chr5	163503114	163519354	MAT2B	5:163503114-163519354
chr9	127731524	127735313	TOR2A	9:127731524-127735313
chr7	44072062	44082530	POLM	7:44072062-44082530
chr2	42169353	42332548	EML4	2:42169353-42332548
chr22	16827474	16829335	HSFY1P1	22:16827474-16829335
chr22	17116297	17121367	TMEM121B	22:17116297-17121367
chr2	190880821	190965552	GLS	2:190880821-190965552
chr22	17137511	17165287	HDHD5	22:17137511-17165287
chr22	17256859	17266733	CECR3	22:17256859-17266733
chr22	17359949	17558151	CECR2	22:17359949-17558151
chr7	82754012	83162930	PCLO	7:82754012-83162930
chr5	95751319	95822726	GLRX	5:95751319-95822726
chr10	87050202	87094843	GLUD1	10:87050202-87094843
chrX	121047610	121050094	GLUD2	X:121047610-121050094
chr10	73730562	73737790	GLUD1P3	10:73730562-73737790
chr3	49416778	49429310	AMT	3:49416778-49429310
chr1	182378098	182392206	GLUL	1:182378098-182392206
chr1	103655760	103664554	AMY1A	1:103655760-103664554
chr5	151212150	151270440	GM2A	5:151212150-151270440
chr6	1623806	2245605	GMDS	6:1623806-2245605
chr14	54474484	54489026	GMFB	14:54474484-54489026
chr8	142834247	142916506	GML	8:142834247-142916506
chr6	16238587	16295549	GMPR	6:16238587-16295549
chr19	3094362	3123999	GNA11	19:3094362-3123999
chr7	2728105	2844308	GNA12	7:2728105-2844308
chr19	3136033	3163749	GNA15	19:3136033-3163749
chr1	103687415	103696454	AMY1B	1:103687415-103696454
chr7	79768050	80226181	GNAI1	7:79768050-80226181
chr3	50226292	50259362	GNAI2	3:50226292-50259362
chr1	109548615	109600195	GNAI3	1:109548615-109600195
chr18	11689264	11885685	GNAL	18:11689264-11885685
chr16	56191390	56357444	GNAO1	16:56191390-56357444
chr9	77716097	78031811	GNAQ	9:77716097-78031811
chr20	58839718	58911192	GNAS	20:58839718-58911192
chr3	50191610	50197696	GNAT1	3:50191610-50197696
chr1	103745323	103758726	AMY1C	1:103745323-103758726
chr1	109603091	109619929	GNAT2	1:109603091-109619929
chr22	23070519	23125032	GNAZ	22:23070519-23125032
chr1	1785285	1891117	GNB1	1:1785285-1891117
chr7	100673567	100679174	GNB2	7:100673567-100679174
chr12	6839954	6847393	GNB3	12:6839954-6847393
chr11	62707676	62709201	GNG3	11:62707676-62709201
chr1	235547685	235650754	GNG4	1:235547685-235650754
chr1	84498323	84556688	GNG5	1:84498323-84556688
chr19	2511219	2702694	GNG7	19:2511219-2702694
chr1	103617427	103625780	AMY2A	1:103617427-103625780
chr9	111661605	111670226	GNG10	9:111661605-111670226
chr7	93921735	93928610	GNG11	7:93921735-93928610
chr7	93591573	93911265	GNGT1	7:93591573-93911265
chr17	49202791	49210574	GNGT2	17:49202791-49210574
chr6	30541381	30556489	GNL1	6:30541381-30556489
chr8	25419258	25424654	GNRH1	8:25419258-25424654
chr20	3043622	3045747	GNRH2	20:3043622-3045747
chr4	67737118	67754388	GNRHR	4:67737118-67754388
chr12	64713445	64759431	GNS	12:64713445-64759431
chr9	133233278	133276024	ABO	9:133233278-133276024
chr1	103553815	103579534	AMY2B	1:103553815-103579534
chr9	124878275	124948013	GOLGA1	9:124878275-124948013
chr9	128255829	128276026	GOLGA2	9:128255829-128276026
chr12	132768902	132829143	GOLGA3	12:132768902-132829143
chr3	37243191	37366879	GOLGA4	3:37243191-37366879
chr3	121663199	121749755	GOLGB1	3:121663199-121749755
chr10	99396870	99430624	GOT1	10:99396870-99430624
chr16	58707131	58734342	GOT2	16:58707131-58734342
chr11	57741491	57743550	SELENOH	11:57741491-57743550
chr14	34939324	34940332	IGBP1P1	14:34939324-34940332
chrX	48107992	48120210	SSX6P	X:48107992-48120210
chrX	52644061	52654900	SSX7	X:52644061-52654900
chrX	52622935	52633948	SSX8P	X:52622935-52633948
chrX	48296816	48306179	SSX9P	X:48296816-48306179
chr20	45684651	45705019	WFDC10B	20:45684651-45705019
chr1	26863149	26864456	SFN	1:26863149-26864456
chr17	4932277	4935023	GP1BA	17:4932277-4935023
chr22	19723539	19724771	GP1BB	22:19723539-19724771
chr16	20309574	20327808	GP2	16:20309574-20327808
chr3	194394821	194399266	GP5	3:194394821-194399266
chr3	129060779	129062406	GP9	3:129060779-129062406
chr2	240435663	240468076	GPC1	2:240435663-240468076
chr12	50103982	50111313	GPD1	12:50103982-50111313
chr2	156435290	156613735	GPD2	2:156435290-156613735
chr19	34359480	34402413	GPI	19:34359480-34402413
chr6	24424565	24495205	GPLD1	6:24424565-24495205
chrX	333933	386955	PPP2R3B	X:333933-386955
chr4	175632934	176002664	GPM6A	4:175632934-176002664
chr20	62642503	62685785	SLCO4A1	20:62642503-62685785
chr15	91853708	92172435	SLCO3A1	15:91853708-92172435
chr12	20810702	20916911	SLCO1B3	12:20810702-20916911
chrX	13770939	13938638	GPM6B	X:13770939-13938638
chr2	206175316	206218047	CMKLR2	2:206175316-206218047
chr21	25582770	25583326	LINC00515	21:25582770-25583326
chr17	42678889	42683917	CCR10	17:42678889-42683917
chr19	39268396	39270188	IFNL2	19:39268396-39270188
chr19	39243455	39245250	IFNL3	19:39243455-39245250
chr19	39296407	39298673	IFNL1	19:39296407-39298673
chr11	77589391	77610356	AQP11	11:77589391-77610356
chr1	27392622	27395814	GPR3	1:27392622-27395814
chr13	105459055	105505681	DAOA-AS1	13:105459055-105505681
chr11	5303444	5505652	OR51B5	11:5303444-5505652
chr11	55965755	55969945	OR10AG1	11:55965755-55969945
chr11	56176618	56177556	OR5J2	11:56176618-56177556
chr19	45589764	45602212	GPR4	19:45589764-45602212
chrX	102937272	102938300	RAB40AL	X:102937272-102938300
chr12	89419718	89526047	POC1B	12:89419718-89526047
chr6	28994785	29005316	ZNF311	6:28994785-29005316
chr3	46016990	46085825	XCR1	3:46016990-46085825
chr10	49679651	49710261	C10orf53	10:49679651-49710261
chr10	133355158	133358025	FUOM	10:133355158-133358025
chr10	132036336	132184858	JAKMIP3	10:132036336-132184858
chr10	132207492	132331847	STK32C	10:132207492-132331847
chr10	1989076	2015005	LINC00700	10:1989076-2015005
chr10	100273280	100286680	BLOC1S2	10:100273280-100286680
chr10	110644336	110839468	RBM20	10:110644336-110839468
chr14	20684177	20698971	ANG	14:20684177-20698971
chr6	109978256	109980720	GPR6	6:109978256-109980720
chr10	79826739	79850878	NUTM2E	10:79826739-79850878
chr10	89694295	89697928	FLJ37201	10:89694295-89697928
chr10	59955430	59960913	LINC01553	10:59955430-59960913
chr10	42751178	42754297	LOC283028	10:42751178-42754297
chr10	43909244	43981102	LINC00841	10:43909244-43981102
chr10	125683229	125709677	LOC283038	10:125683229-125709677
chr10	62339553	62375166	LOC283045	10:62339553-62375166
chr10	78943328	79067895	ZMIZ1-AS1	10:78943328-79067895
chr10	27672874	27746060	MKX	10:27672874-27746060
chr10	28846408	28882311	C10orf126	10:28846408-28882311
chr10	120759898	120851457	WDR11-DT	10:120759898-120851457
chr11	49952391	49953419	OR4C13	11:49952391-49953419
chr11	49981473	49982535	OR4C12	11:49981473-49982535
chr8	52939182	52943734	NPBWR1	8:52939182-52943734
chr11	9094377	9095890	KRT8P41	11:9094377-9095890
chr11	9758268	9811335	SBF2-AS1	11:9758268-9811335
chr11	11351942	11353250	CSNK2A3	11:11351942-11353250
chr11	5177714	5178664	OR52Z1P	11:5177714-5178664
chr11	5199735	5200682	OR51V1	11:5199735-5200682
chr11	49027501	49038451	TRIM49B	11:49027501-49038451
chr11	1995171	2001470	H19	11:1995171-2001470
chr11	64937517	64972108	MAJIN	11:64937517-64972108
chr11	65375192	65383701	SLC25A45	11:65375192-65383701
chr11	65422797	65445540	NEAT1	11:65422797-65445540
chr11	112270749	112362534	LINC02762	11:112270749-112362534
chr11	115753889	115760646	LINC00900	11:115753889-115760646
chr11	118893875	118925926	BCL9L	11:118893875-118925926
chr11	118971712	118981287	FOXR1	11:118971712-118981287
chr11	119190250	119196769	CCDC153	11:119190250-119196769
chr11	124302831	124315099	OR8D1	11:124302831-124315099
chr18	61333430	61555779	CDH20	18:61333430-61555779
chr11	124319262	124320197	OR8D2	11:124319262-124320197
chr11	124423942	124424871	OR8B4	11:124423942-124424871
chr11	127002910	127006058	KIRREL3-AS3	11:127002910-127006058
chr11	130672956	130717352	LINC02873	11:130672956-130717352
chr11	134412284	134505665	B3GAT1-DT	11:134412284-134505665
chr11	56741223	56748697	OR9G4	11:56741223-56748697
chr11	58933643	59058659	LOC283194	11:58933643-59058659
chr11	60615729	60687267	LINC00301	11:60615729-60687267
chr20	64103802	64107565	NPBWR2	20:64103802-64107565
chr11	74247487	74311640	P4HA3	11:74247487-74311640
chr11	74330316	74398433	PGM2L1	11:74330316-74398433
chr11	75422394	75433203	KLHL35	11:75422394-75433203
chr11	75758455	75768647	DGAT2-DT	11:75758455-75768647
chr11	78171249	78188626	KCTD21	11:78171249-78188626
chr11	826144	831991	CRACR2B	11:826144-831991
chr11	695591	705028	TMEM80	11:695591-705028
chr11	64340204	64357534	CCDC88B	11:64340204-64357534
chr11	62728069	62740284	TTC9C	11:62728069-62740284
chr11	63079940	63144221	SLC22A24	11:63079940-63144221
chr11	63911230	63917164	RCOR2	11:63911230-63917164
chr11	46602861	46617909	HARBI1	11:46602861-46617909
chr11	33076149	33079454	LINC00294	11:33076149-33079454
chr11	18704312	18726230	IGSF22	11:18704312-18726230
chr11	6876625	6877619	OR10A4	11:6876625-6877619
chr11	7485388	7511377	OLFML1	11:7485388-7511377
chr11	7704628	7905955	LOC283299	11:7704628-7905955
chrX	71615916	71618511	CXCR3	X:71615916-71618511
chr11	3218332	3223131	MRGPRG-AS1	11:3218332-3223131
chr12	80099537	80380880	OTOGL	12:80099537-80380880
chr12	7108052	7122524	C1RL-AS1	12:7108052-7122524
chr12	7346685	7479897	CD163L1	12:7346685-7479897
chr12	49908882	49911863	LINC02396	12:49908882-49911863
chr12	53012884	53054450	TNS2-AS1	12:53012884-53054450
chr12	53180704	53195142	ZNF740	12:53180704-53195142
chr12	6883996	6884613	RPL13P5	12:6883996-6884613
chr12	64507001	64697564	RASSF3	12:64507001-64697564
chr12	129109629	129113294	TMEM132D-AS1	12:129109629-129113294
chr12	459939	563509	B4GALNT3	12:459939-563509
chr12	55293988	55296569	OR6C6	12:55293988-55296569
chr12	56237807	56258384	ANKRD52	12:56237807-56258384
chr12	56230049	56237846	SLC39A5	12:56230049-56237846
chr12	56468578	56479708	SPRYD4	12:56468578-56479708
chr12	130953907	131141469	ADGRD1	12:130953907-131141469
chr12	121648742	121672631	MORN3	12:121648742-121672631
chr12	57869834	57896482	LOC283387	12:57869834-57896482
chr12	72249964	72276954	TRHDE-AS1	12:72249964-72276954
chr10	118589997	118595648	PRLHR	10:118589997-118595648
chr12	52205392	52213583	LINC02874	12:52205392-52213583
chr12	52164115	52223813	LINC00592	12:52164115-52223813
chr12	62601751	62603690	LINC01465	12:62601751-62603690
chr12	63558913	63668939	DPY19L2	12:63558913-63668939
chr12	10030678	10066031	CLEC9A	12:10030678-10066031
chr12	13371089	13387167	LINC01559	12:13371089-13387167
chr12	100573683	100628288	GAS2L3	12:100573683-100628288
chr12	102809280	102824399	LINC00485	12:102809280-102824399
chr12	126400792	126405528	LINC02825	12:126400792-126405528
chr12	2695765	2812902	ITFG2-AS1	12:2695765-2812902
chr12	109347903	109455523	MYO1H	12:109347903-109455523
chr12	112160188	112382439	HECTD4	12:112160188-112382439
chr12	117453012	117968990	KSR2	12:117453012-117968990
chr12	120438198	120463749	GATC	12:120438198-120463749
chr12	120969838	120972292	HNF1A-AS1	12:120969838-120972292
chr12	39626167	39908300	C12orf40	12:39626167-39908300
chr12	40393395	40570832	MUC19	12:40393395-40570832
chr12	42081845	42144874	GXYLT1	12:42081845-42144874
chr12	50842920	50887884	TMPRSS12	12:50842920-50887884
chr13	102292327	102394519	FGF14-IT1	13:102292327-102394519
chr13	102394630	102395703	FGF14-AS2	13:102394630-102395703
chr13	106568261	106631659	LINC00551	13:106568261-106631659
chr13	110809676	110813084	LINC00567	13:110809676-110813084
chr13	110863987	110870330	PRECSIT	13:110863987-110870330
chr13	114314482	114337626	CHAMP1	13:114314482-114337626
chr13	63737511	63751083	OR7E156P	13:63737511-63751083
chr13	26755200	26760786	GPR12	13:26755200-26760786
chr13	40882577	40921774	SUGT1P3	13:40882577-40921774
chr13	45777242	45851753	SIAH3	13:45777242-45851753
chr13	49996813	50020922	KCNRG	13:49996813-50020922
chr13	51813347	51845177	TMEM272	13:51813347-51845177
chr13	28700064	28718970	SLC46A3	13:28700064-28718970
chr14	38738155	38948273	LINC00639	14:38738155-38948273
chr14	49981712	50007520	LINC01588	14:49981712-50007520
chr14	51333068	51365557	LINC00640	14:51333068-51365557
chr14	52552836	52637713	GPR137C	14:52552836-52637713
chr14	74852871	74876154	PROX2	14:74852871-74876154
chr14	77041064	77069503	LINC02288	14:77041064-77069503
chr14	77131270	77142734	ZDHHC22	14:77131270-77142734
chr14	77335029	77377094	TMED8	14:77335029-77377094
chr14	77760834	77769742	C14orf178	14:77760834-77769742
chr14	86905778	86922755	LINC01148	14:86905778-86922755
chr14	88024519	88098025	LINC01146	14:88024519-88098025
chr14	93904730	93927066	FAM181A-AS1	14:93904730-93927066
chr14	95521958	95534889	SNHG10	14:95521958-95534889
chr14	98711613	98717761	LINC02914	14:98711613-98717761
chr14	100323339	100330421	SLC25A47	14:100323339-100330421
chr14	100657250	100672779	LINC00523	14:100657250-100672779
chr14	19868197	19869143	OR4K3	14:19868197-19869143
chr14	21200079	21206900	LINC00641	14:21200079-21206900
chr14	24205696	24208362	TSSK4	14:24205696-24208362
chr14	35044907	35083381	FAM177A1	14:35044907-35083381
chr14	104865268	104896747	CEP170B	14:104865268-104896747
chr14	105487199	105499575	TEDC1	14:105487199-105499575
chr15	45511136	45556730	HMGN2P46	15:45511136-45556730
chr15	48120990	48142672	SLC24A5	15:48120990-48142672
chr15	55611544	55743152	PRTG	15:55611544-55743152
chr15	57300365	57307769	LINC00926	15:57300365-57307769
